,ITN,Partners,Partners ITN
894,1658125667,"['Perina', 'Reina', 'Ova', 'SunDay', 'ЭкоБум']","['5321058717', '2323010289', '3906174428', '590510742314', '9715431499']"
895,7733106829,"['PRIMUM', 'TRANSPORTANA COMPANY', 'nineseven.ru']",['7810994258']
896,7726349563,"['Медстандарт', 'Pribolab', 'Corning', 'BioLegend', 'Qiagen']",['0608055370']
897,7729524407,"['Traflow Media N.V.', 'SOLVEXI LIMITED', 'NETICSS LTD']",[]
898,7813274970,"['RU-CENTER', 'Nic.ru']",[]
899,4616005878,"['Agrofood', 'Glencore', 'Agro RK', 'Mirogroup', 'Agrostrategiya', 'Kargill', 'Efko', 'Miratorg', 'John Deere', 'Sodruzhestvo', 'Yug-Rusi', 'Yupiter', 'Saaten Union', 'Baer', 'Petkus']","['5029132538', '4632169915', '7113502396', '3122000300', '7704669440', '3913013693', '6167076880', '9728096054', '6330099951', '2310141044']"
900,2454028561,"['Avtdor', 'D095D0BDD0B8D181D0A0D0B0D0B9D0BED0BD', 'D09BD0B5D181D0BED181D0B8D']",['6321137880']
901,7444020700,"['Compass Plus', 'PCI DSS', 'PCI PA-DSS']",[]
902,7721633348,['Unionfoods'],[]
903,7708271875,['Armatc'],[]
904,3808066801,"['Madera', 'Mail.ru']",['3808066801']
905,7705802895,"['Rehau', 'Aluminium', 'Sofos']","['7709391854', '7705802895']"
906,5404173086,"['rucenter', 'regru', 'oblakoteka', 'selectel', 'sber', 'microsoft', 'Yandex', 'google', 'MTS', 'mastername']","['7702290127', '7707083893', '7740000076']"
907,9717066587,"['MGTS', 'Фонд реновации', 'Департамент здравоохранения', 'Департамент строительства', 'Казенное предприятие', 'ДКРС РЖД', 'Мостотрест', 'ГКУ']","['7710016640', '7703434808', '7900001070', '5403050444', '7702060003', '7701045732', '6102070752']"
908,7807337510,"['КировТЭК', 'ЗВЕЗДА-РЕДУКТОР', 'Веста', 'Завод им. Козицкого', 'Тритмент']","['7805060502', '7811564963', '9701022369', '7801096875', '4706021730']"
909,5027078821,"['Neoterica GmbH', 'Ekoprom']",['4825037859']
910,9705043183,['MKH'],['7414001724']
911,7725709848,"['Bulgaria', 'Croatia', 'Czech Republic', 'Hungary', 'Poland', 'Romania', 'Serbia', 'Slovakia', 'Slovenia', 'Ukraine']","['9909357100', '9202002374', '771479280420', '4710026530']"
912,7811146074,"['AIRTECH', 'VITRULAN', 'NOURYON', 'INEOS', 'DIAB', 'ES MANUFACTURING']","['7714643627', '7706769986', '7702401278']"
913,6674335237,"['Pogarantia', 'Instagram', 'YouTube', 'Погарантия', 'ЛЭП Маркет', 'ЖБИ Маркет', 'Металломаркет']","['2626043808', '1901139592', '1900003895', '4345340291']"
914,6321202056,"['Бизнес Транс Сервис', 'MAN', 'LOHR']","['6439049187', '8601073745', '773200184065']"
915,1652005250,['БЕТАР'],['1633010255']
916,1646033764,"['Microsoft Corporation', 'Apple Inc.', 'Amazon.com', 'Inc.', 'Alphabet Inc.', 'Facebook', 'Inc.', 'Alibaba Group', 'Intel Corporation', 'Oracle Corporation']","['9909014670', '9909014670']"
917,7224006227,"['Pishma', 'Yandex']",['9402006048']
918,7728898840,['^>'],['7715189798']
919,7725378307,"['Armo', 'Gunvor', 'OMV', 'Shell', 'BP', 'INA', 'Phillips 66', 'Neste Oil', 'Orlen', 'Lukoil']","['7701646684', '9703016353', '5005075087', '7727486298', '5024167569', '7816430057', '7736054583', '7425002857']"
920,7714631170,['ThunderX3'],[]
921,5835042666,"['ТПП-Партнер', 'siteneed.ru']",['5835042666']
922,5433168250,"['Aksentyev', 'Alferov']","['741115638759', '7615011190']"
923,5407059110,['Базис'],['7725283800']
924,7701924275,"['Колмар', 'Якутия', 'ООО УК «Колмар»']","['7714447012', '1435343333', '7701924275']"
925,7731476461,"['Строительная спецтехника', 'Нефтепромысловая спецтехника']",['6324104515']
926,2254003802,"['Reg.ru', 'Рег.ру']","['6312068502', '7733568767']"
927,7802735789,['Technopack Flex'],[]
928,7709267582,"['Миноборон России', 'РЖД', 'Сахалинская Энергия', 'Роснефть', 'ЛУКОЙЛ']","['7708503727', '6500004766', '7706107510', '7708004767']"
929,5250069050,['Gazpn'],[]
930,7731588260,['Авиатехприемка-АТП'],[]
931,3801084537,"['Rosneft', 'Taif', 'Coolstream', 'ARGO', 'AVIAFLUID', 'ELIXOIL', 'GT OIL', 'Lemarc', 'SMAZKA.RU']","['7706107510', '1651025328', '7726694231', '7805276082']"
932,7457004984,"['Minimaks', 'Ruscable']",['7709047435']
933,5261068651,"['SAF-Holland', 'BPW', 'WABCO', 'DAKEN', 'SIVACON', 'BIP-GROUP', 'Pirelli', 'Good-Year', 'Jost', 'Wurth', 'Dixon', 'Северсталь', 'Binotto', 'НЛМК', 'Tak']","['5047156235', '7718524420', '7715358260', '3528000597', '7743787831', '4823006703', '5099000013']"
934,7731486999,"['МОЛОПАК', 'Компания \\МолоПак\\']",['7743513365']
935,7728388374,['Bonecorussia'],[]
936,5903995927,"['MettOpTTorg', 'Luoyol', 'RusGidro', 'Inter RAO', 'GazProm', 'MinOborony RF']","['7722235903', '2460066195', '2320109650', '7744001497', '7728659070']"
937,5407208668,"['Kyocera', 'Ricoh', 'Oki', 'HP', 'Epson', 'Canon', 'Kaspersky', 'APC', 'Intel']","['7814326389', '7704759686', '7702547020', '773574720770', '7451468330', '7710974353']"
938,6662076901,"['Mobil', 'Speedol', 'Taif', 'Magna', 'МС', 'akrond', 'Екатерин']","['7740000076', '1651025328', '3702617431', '7744001105', '6662076901', '7801021076']"
939,5007040805,"['Ozon', 'Wildberries', 'Атак', 'Ашан', 'Магнолия', 'Окей', 'Дикси', 'Globus', 'КFC', 'Лента', 'Магнит']","['9703077050', '7743543232', '7703270067', '5260275486', '7826087713', '7704249540', '6229060995', '2130229469', '7814148471', '2309085638']"
940,9701070387,"['Comerzz', 'Saltanat Oil & Gas']",[]
941,7802762013,"['МК Нева-Продукт', 'iRepair', 'advocate-ilin.com']",['7802762013']
942,6686000612,"['NORTEC', 'БРИДЖстоун', 'ДУНлоp', 'ГАНКOOK', 'ЛАУФЕНН', 'КК', 'Нокиан', 'НЕКСЕN', 'НИТto', 'Пиреlli', 'Сайлун', 'ТОЙo', 'Re']","['7725406057', '9909218988', '5040186551', '7704244246', '7703805273', '7730691723', '7715358260', '1841085163', '7710390358', '7725776121']"
943,5904112229,"['Solex', 'Stanza', 'Oree Laser', 'Etasis', 'VAN Makina', 'Tezsan', 'Yangli', 'Detron', 'Jainnher']","['7838023070', '3906392786', '027000300433', '9714045370']"
944,7728599583,"['Volgograd', 'Voronezh', 'Ekaterinburg', 'Kazan', 'Krasnodar', 'Krasnoyarsk', 'Nizhny Novgorod', 'Novosibirsk']","['3459076049', '3666029505', '6671019770', '1654003114', '2309102040', '2460087269', '5260080007', '5408106490']"
945,5053067424,['Terminus'],['2539006951']
946,1101300468,"['Directum', 'Bitrix24', 'it-rkomi', '1C']",['7707222931']
947,5009096659,"['ГК Энергокомплект МФ', 'ПО Энергокомплект']","['5009096659', '7715358118']"
948,2302046936,"['АК Транснефть', 'Южная нефтяная компания']","['5047067049', '2302046608']"
949,7810152251,"['Siemens', 'ABB', 'Helmholz', 'Inovance', 'VEDA MC', 'PEAK-System', 'Sys-Tec']","['4802024853', '7805022190']"
950,7727403510,"['Makita', 'I Ek', 'Bosch', 'TP-Link', 'Matabo', 'Schneider', 'D-Link', 'HP', 'Lenovo', 'Hilti', 'Siemens', 'Philips', 'KVT', 'Brayer', 'Elektron', 'ARC', 'ABB', 'Henkel']","['7718254597', '5260303542', '081400014321', '7723722508', '6229040685', '7704759686', '7703549291', '7710050305', '5009133283', '9709099677', '7735041133', '3443085658', '4802024853', '7719747852']"
951,5075019840,['Haritech High-Tech Rubber Product Company'],[]
952,7734148839,"['Yokogawa', 'RGS', 'Gazprombank', 'Alfabank', 'Rosseaubank', 'Rosbank', 'MTS Bank', 'Bank Inteza', 'VTB', 'Rosselkhozbank', 'Yunikredit Bank']","['5406583384', '7744001497', '7728168971', '7730060164', '7702045051', '7708022300', '7702070139', '7710030411']"
953,7714702551,"['Минерал', 'МИНПРОМТОРГ РФ', 'производители соли', 'наша компания', 'ООО']","['7721230290', '2725027959', '5263038941']"
954,7806051814,['Nord-Sintez'],['7806051814']
955,5262068365,"['Brandpa', 'Facebook', 'Twitter', 'Brandpa Ltd.']",[]
956,9717046809,"['Rosneft', 'Лукойл', 'Газпромнефть', 'Shell']","['7706107510', '7708004767', '5504036333', '7727486298']"
957,9729276846,"['Renaissance', 'Phosagro', 'Saipem', 'Mipigas', 'Cnim', 'Enka', 'Ustay', 'Lms', 'Odas', 'MarieTecnimount', 'Gazprom', 'Kolin', 'Geeenergy', 'Hitach', 'Anatek', 'Anar', 'Koc', 'Anatech', 'Baker Hughes']","['9909335378', '7702190316', '9909404470', '7806027770', '5906099710', '7744001497', '7718019650', '6950130168', '9723060336', '7721155606', '0219010320']"
958,5035025439,"['Elika', 'Smart Traffic', 'Vkontakte']","['5035025439', '7842349892']"
959,7702060490,['OAO-Contract'],[]
960,7743852914,['ВТП'],['7743852914']
961,4345224922,['Stalker'],['4619004897']
962,1651082453,"['Reg.ru', 'Reg.ru', 'Reg.ru', 'Reg.ru', 'Reg.ru']","['6312068502', '6312068502', '6312068502', '6312068502', '6312068502']"
963,7839304884,"['Правительство Санкт-Петербурга', 'КППИ', 'Минсельхоз России', 'Санкт-Петербург госуслуги', 'Продовольственный фонд']","['9723064796', '7708075454', '7839304884']"
964,5027076479,"['Lenta', 'Globus', 'Perekrestok', '5ka', 'Auchan']","['7814148471', '6229060995', '7728029110', '5252051309', '7703270067']"
965,7722763614,"['Ингеоком', 'ВолгаТранСтрой', 'ibt', 'Мосметрострой', 'тоннель2001', 'skmost.ru']","['9725157911', '7704818388', '7710068052', '7707289870']"
966,7704065208,"['Plava', 'Alcor', 'Voronezhprodmash', 'Mezhregionpostavka', 'Oskon', 'APS Group', 'Tauras Fenix Machinery Works', 'Unity Engineering']","['6312034831', '3663059149', '5261104236', '1838014444']"
967,7842466003,['MAGMA GROUP'],[]
968,1001085270,"['Ярмарка', 'Yelli', 'Bravolli']",['7606054913']
969,5933008039,"['Komos Group', 'Менделеевская птицефабрика']",['5933008039']
970,7019005904,['Фармстандарт'],['0274110679']
971,6658126476,"['Masimo', 'OMT-Ural', 'Alfa Digital']","['2319025684', '6612018164']"
972,8601070751,"['ООО «ГЭС»', 'АО «ХМГЭС»', 'Информационно расчётный центр', 'Городские электрические сети', 'Ханты-Манси']","['7706809928', '8601073745', '7804678720', '8601073745', '8601073745']"
973,7714993332,"['BOWA EURASIA', 'bowa-medical.com', 'Viber', 'Telegram', 'WhatsApp', 'Signal']","['7814012512', '3443152304', '7449105883']"
974,7451411817,"['Дельфин', 'Филипп Майер', 'Газпром нефть']","['5834004097', '5504036333']"
975,5190915500,"['Rzd', 'Ymalts', 'Norilsk Nickel', 'Logoets', 'CSM', 'Press', 'Original']","['6164295724', '6376014541', '7806337732', '7734408893']"
976,5918839769,[''],[]
977,2455004154,"['OAO Moloko', 'OAO Moloko', 'OAO Moloko']","['3509010494', '3509010494', '3509010494']"
978,7724941090,"['Salton Standard', 'Salton Professional', 'Salton Expert', 'Salton CleanTech', 'Salton FeetOnly']",[]
979,2225184544,"['Лукоил', 'Газпром']","['7425002857', '7736050003']"
980,7838080906,"['Goodcom', 'NSYSgroup']",[]
981,7814414109,"['Eltex', 'Numa', 'Bastion', 'Crosstech', 'Yadro', 'Dataru', 'Bazal', 'Aquarius', 'Astrelix', 'Impul', 'Qtech', 'Aerodisk', 'Akel', 'Kiberproekt', 'Usergate', 'C3 Solutions', 'Myoffice', 'Mac']","['7810956333', '7709628366', '9703101440', '9725041191', '7719830028', '7804478424', '7731475010', '7705356560', '7721343293', '2312033573']"
982,6167063305,"['Apache Software Foundation', 'Ubuntu', 'Debian', 'Apache2', 'systemd']",[]
983,7710207002,"['Izvestia', 'Komcenter', 'Arenda', 'Polygraph', 'Izv-udprf', 'Lease']","['9705056104', '7704367840']"
984,7814376069,"['\\u042d\\u043a\\u043e\\u041f\\u0440\\u043e\\u043c', 'PitStop', 'Forza Karting', 'F1-Karting', 'FORSAGE', 'Lemar', 'Move Kart']","['6949008942', '6330067244', '7751193493']"
985,2277009776,['Forest Glamp'],[]
986,2536224694,['Hansol Paper'],[]
987,7729606561,"['Specnefteproduct', 'Forsage', '\\u0410\\u0417\\u0421']",[]
988,4825054269,"['Sovet', 'ATS', 'MRSK', 'Rosseti', 'E48', 'FAS']","['5403173213', '7802687430', '3700009710', '4716016979', '4312133211', '7842332680']"
989,5005036465,"['Дельфин', 'Эээ Электро']","['5834004097', '5501188377']"
990,7720481660,['Tardispharm'],[]
991,6315646938,"['Yandex', 'Google', 'Mail.ru', 'Microsoft', 'Apple']",['7707767220']
992,3702190051,"['WorldFlex', '\\u0422\\u0440\\u0438\\u043d\\u0438\\u0442\\u0438']",[]
993,7814348142,"['Yandex', 'Google', 'Microsoft', 'Apple', 'Oracle', 'IBM']","['7707767220', '5037000077', '7705041866']"
994,7723683270,"['Russian Railways', 'Federal Tax Service of Russia', 'Ministry of Defense of Russia']",[]
995,3808182124,[''],[]
996,2721220302,['CUBE'],[]
997,7725696878,"['YouTube', 'Facebook', 'LinkedIn', 'Vkontakte']",['7842349892']
998,7825364315,"['ETC', 'LenTurboRemont']","['423006172414', '7825364315']"
999,7801472150,"['Мегафон', 'МТС', 'Билайн', 'МТС', 'Вымпелком']","['7812014560', '7740000076', '6316047408', '7740000076', '7713076301']"
1000,1001340266,"['Yandex', 'Google']",[]
1001,7715895673,"['Hubert Burda Media', 'BurdaForward', 'Vinted', 'Nebenan.de', 'Netmoms', 'BurdaVerlag', 'CCF', 'DLD', 'Harpers Bazaar', 'Immediate Media', 'Burda Bar', 'HR Marketing & Employer Branding-Team']","['5047272665', '222308247605']"
1002,2353025300,['4korm.ru'],[]
1003,6904043538,['OOO'],['5263038941']
1004,6670028838,"['OrtuS', 'Ortus IT']",['7751307574']
1005,7734426211,"['Кока-Кола', 'Альфа', 'Газпром', 'Билайн', 'Магнит', 'Леново', 'Татнефть']","['7701206556', '7728168971', '7736050003', '6316047408', '2309085638', '3700016379', '1644003838']"
1006,7736522400,"['NPO Российский государственный оркестр симфонического вещания', 'Радио']",['7021000043']
1007,4802013114,"['Fondital', 'Silmar Group']",['4802013114']
1008,6330034993,['dell'],['7709201077']
1009,3125006363,"['Schmitz Cargobull', 'BPW', 'Safholland', 'Bosch Rexroth', 'Wielton', 'Camozzi', 'Bosch', 'Schneider Electric', 'Toshiba', 'Siemens', 'Scania', 'Kamaz', 'Komatsu', 'WKB-Systems', 'RF', 'Cim']","['5047156235', '081400014321', '7704586867', '1650032058', '7733556360', '7750004150']"
1010,1328903728,['obot'],['590313588208']
1011,7811331550,"['AMKO', 'Kelvion', 'CSM', 'Riccom']","['7811331550', '7731218132', '6376014541']"
1012,3525204352,"['REG.RU', '2domains.ru']",['6312068502']
1013,6908000292,"['Интернет-магазин Эльдорадо', 'ООО Электроника']",['7727607337']
1014,4813026274,['GSplus'],[]
1015,7743676264,['NMC International'],[]
1016,7703676733,"['3DCERAM', 'F2 innovations', 'Kompo', '3D Systems', 'EPlus 3D', 'UnionTech', 'ZIAS Machinery', 'Farsoon', 'Soonser', 'Flashforge', 'Nexa3D', 'IMPRINTA', 'SHINING 3']","['5906092190', '2465192316']"
1017,6939010371,"['Technology', 'Google']",['7703037582']
1018,2536304283,"['REG.RU', '2domains.ru']",['6312068502']
1019,7718826445,"['Segmatic', 'Sensen', 'Cadicauto.ru', '4u', 'Ald', 'Kefeng', 'Achr', 'Weburg', 'Ucel', 'Hehua', 'Rixos', 'Aoton', 'Howyaa', 'Rodrunner', 'Vasure', 'ODM', 'Turkas', 'Roj']","['5918221764', '6319713293', '1402046085', '366220441167', '7727551998', '9909226241', '7714198180', '1831152075', '230904159293']"
1020,5032283110,"['Imola Retail Solutions', 'itab.com']",[]
1021,7710368338,['Bioproduct Market'],[]
1022,3906326504,['Itinity'],[]
1023,5027151292,['EEE Co.'],[]
1024,2313020150,"['Krainyj Rus', 'Русский Альфа', 'Газпром', 'Лукоil', 'Yandex', 'Sberbank', 'Transneft', 'Shell']","['6123008018', '7736050003', '7425002857', '7707083893', '7706061801', '7727486298']"
1025,7801388437,"['INDEK', 'Индек', 'INDEQ EU', 'INDEQ Ltd.', 'INDEQ Company', 'INDEQ Group', 'INDEQ Industrial Equipment', 'INDEQ Russia', 'INDEQ Trading House']","['9715255243', '9715255243']"
1026,7703429759,"['TP Engineering', 'LUKOIL', 'OOO ЖЭТИС-НЕФТИ-ГАЗ']",['7425002857']
1027,2635050287,"['Risna', 'RuMedia Group']",['2635050287']
1028,7719434867,['MCD-Chemicals'],[]
1029,9729000301,"['Yandex', 'site-4you.ru']",[]
1030,7709530593,"['Leica Microsystems', 'topcon', 'adaptica.com', 'arcadophta.com']",[]
1031,4705025315,"['Rosel', '\\u0420\\u043e\\u0441\\u042d\\u041b']",['7710277994']
1032,5406722366,"['Yandex', 'Yandex']",[]
1033,5505217893,"['EEE АБВ-ГХИ', 'EEE ЦДЕФГИЖКМ', '1C ЕФГИЖКМ', 'EEE']",['7326020301']
1034,5406979428,['АльфаБанк'],['7728168971']
1035,5249100740,"['REG.RU', '2domains.ru']",['6312068502']
1036,6166048939,"['Pallet Prime', 'ARTKLEN']",['1660136240']
1037,1101041446,"['Yandex', 'Mail.ru', 'Google Russia', 'Microsoft', 'Qiwi']",[]
1038,7703401721,['Sky Alliance'],[]
1039,6311007747,"['BAKS', 'Facebook', 'Baks-Service']",['0701016182']
1040,7805273451,"['OOO Карданремонт', 'remontkardanov.ru', 'kardanremont.com', 'Кардан-Сервис', '46-555-34-23-12-11-48.html', '4140430430430dd-2.html']",['3849014792']
1041,269026340,"['Газпром', 'Сибнефть', 'Роснефть']","['7736050003', '3906283970', '7706107510']"
1042,7733697177,"['KD Team', 'Partners', 'Services', 'Production', 'Contacts']","['9703175681', '9909346411', '7729039111', '7813116269']"
1043,3702013101,"['AM37', 'Nemogo', '\\u041a\\u0430\\u043f\\u0438\\u0437', '\\u0425\\u043b\\u0435\\u0431', '\\u041a\\u043e\\u043d\\u0442\\u0430\\u043a\\u0442']",[]
1044,3662280299,['Технолог'],['7706019535']
1045,2628048696,"['Zero Block', 'Tilda Publishing']",[]
1046,7706799444,"['Strelka', 'Strelka CA', 'Strelka']","['7842125846', '7842125846']"
1047,7713153620,"['042043043f43043a', 'HoReCa (S.U.Chef)', 'San Marino', 'Bakkie']",['9102049675']
1048,2310065315,"['Yandex', 'Google', 'Mail.ru', 'Twitter', 'Facebook', 'Instagram', 'Vk']","['2626043808', '0400014449']"
1049,5837018796,['SGS-Penza'],[]
1050,3329085540,"['OSB', 'DVP', 'DSP', 'Fanera']","['5919024455', '2706032505', '4024017480', '7811774015']"
1051,2369005845,['Premiks'],['3120013078']
1052,1840027930,"['Idea', 'Jugendforscher']",['7730303716']
1053,1116009734,"['OOO', 'Viesto', 'Jartek', 'Bruks', 'Weinig']","['5263038941', '9723169887']"
1054,7729789869,"['CyberPlat', 'Mail.ru', 'ptb-excalibur']",[]
1055,5036028633,"['Газпром', 'Роснефть']","['7736050003', '7706107510']"
1056,7712004664,"['\\u041c\\u042d\\u042e\\u0417', '1926', '40-', '50-', '60-', '70-', '80-', '90-']","['7717645157', '7720826361', '3255517496', '0278965298', '5501055803', '7704456392', '8603002570']"
1057,7721604435,"['Sphero', 'examen-technolab.ru']",[]
1058,9710014438,"['FURY SHOT 3D', 'ZOMBIE HORDE', 'VIKINGS OF VALHEIM', 'GIRLS ATTACK!']",[]
1059,4025049439,"['Radico', 'RK', 'Россиянит', 'Ростех', 'Роснефть', 'Газпром', 'Лукоil']","['4101094570', '7704274402', '7706107510', '7736050003', '7425002857']"
1060,5408308256,"['Katun Electronics', '\\u041a\\u0430\\u0442\\u0443\\u043d\\u044c', 'Russell-Tasman']",[]
1061,7707284335,['technodacha.ru'],[]
1062,3662155139,['BETON WERK'],[]
1063,7719769648,"['Baltsenergia', 'Baltenergika', 'Dairyunion Russia']",[]
1064,6732129878,"['Bosch', 'Auto1']",['081400014321']
1065,7802186169,"['Gross', 'Yandex']",['9722011985']
1066,7102000154,"['Gazprom Realizatsiya Neprofilnykh Aktivov', 'Gazifikatsiya Regions RF', 'Dogazifikatsiya', '\\u0418\\u043d\\u0442\\u0435\\u0440\\u043d\\u0435\\u0442-\\u043f\\u0440\\u0438\\u0435\\u043c\\u043d\\u0430\\u044f', '\\u041f\\u0410\\u041e']",[]
1067,1655428423,"['TAIF VIVACE', 'TAIF']",['1651025328']
1068,7720822529,"['Radio Shop', 'gk01.ru', 'GK01']",['9717098074']
1069,7707831556,['Tem'],['7724813589']
1070,1646038762,"['Miksan Motor', 'Kanashskiy Zavod Rezcov', 'Zavod Beltapaz', 'Volzhskiy Abrazivnyy Zavod', 'Desoutter', 'Kawasaki']",['3435000467']
1071,4001005954,"['Delaunay', 'KZTT', '\\u0416\\u0435\\u043b\\u0418\\u041d\\u0414\\u0423\\u0421\\u0422\\u0420\\u0418\\u042f', '\\u041f\\u042d\\u0421\\u041a']",['1659157679']
1072,3123327280,"['Yandex', 'Mail.ru', 'Google']",[]
1073,7719593923,"['Gipsokarton', 'Филипп Майер', 'Автомобильная компания', 'Лукоil', 'Nissan', 'Shell']","['7300031362', '7709955998', '7425002857', '4205108027', '7727486298']"
1074,7810282290,"['Yandex', 'Profit']",['9715478063']
1075,7734111726,"['Agfa', 'ArthroCare Corporation', 'Barco', 'Bark Technology', 'Beijing Jeswis Technology Ltd.', 'Canon', 'ChM', 'Delta Medical', 'Dr.Mach']","['7727167534', '5921002018']"
1076,6659044321,"['FIATA', 'CMA CGM']",['6450937228']
1077,7743652295,"['MasterCard', 'Visa', '\\u041c\\u0438\\u0440', 'PayKeeper']","['9909300907', '3666085845']"
1078,5038119558,"['Avto-Evro', 'Avtodok', 'Avtorus', 'Berg', 'V-Ovale', 'Adeopro', 'Mazda', 'Partkom', 'Emeks', 'Mikado', 'Armtek', 'Auto3n', 'Autokont']","['7712035729', '7701138289', '7728712038', '9701039940', '0245972162', '7743580770', '9723150452', '5027213485', '7801476330', '9726042303']"
1079,3662113844,"['KDE', 'Git', 'NetBSD', 'GitLab', 'ansible-core', 'Android', 'Neovim', 'Winamp']","['1684016720', '7804493447', '7723738378']"
1080,7751018766,['Aquario'],[]
1081,7840478290,"['Mark Sharperse', 'Dick C. Marksprill', 'Mark Graburn', 'Sheila Babkin', 'April Decksmith', 'Robert Montsy']",[]
1082,5262210332,"['Интернет-магазин', 'Облачно', 'Яндекс.Маркет', 'Битрикс', 'Google']","['1650346061', '5700007890', '7704348340', '7716922577']"
1083,1650295963,['TatParts'],['1650295963']
1084,5505212020,"['Evraz', 'Mechel', 'MMK', 'Aqua Barrier', 'Poliplastik']","['6623000680', '7703370008', '7414003633', '5021013384']"
1085,7802304214,"['Google', 'Microsoft', 'Apple']",['7707767220']
1086,5404374480,"['Colgate-Palmolive', 'NHK', 'Unilever', 'Plushe', 'Was Chen', 'Greengate', 'Akinawa']","['7733362879', '7708122305', '402400184163']"
1087,1414007933,"['Yandex', 'Google', 'Mail.ru', 'Microsoft']",[]
1088,9717046301,"['Gucodd', 'Shvabe', 'Spetsdor', 'Mgts', 'Ertelecom']","['7717671799', '0721020109', '7710016640']"
1089,7707377156,"['Godwin', 'IT-Outsourcing', 'IT-Infrastruktura', 'IT-Integracia', 'Godwin Technology', 'JSC Innovations']",['7716865664']
1090,6167070510,"['EEEE АБ ВКонтакте', '3FSD MTS']",[]
1091,7727693181,"['IPC_interprocom', 'Instagram', 'YouTube']",['2626043808']
1092,7842345591,"['Finconsalt', '\\u0418\\u043d\\u0442\\u0435\\u0440\\u0444\\u0430\\u043a\\u0441', '\\u0424\\u0438\\u043d\\u0431\\u0430\\u043d\\u043a']",[]
1093,7727631033,"['Texas Instruments', 'ANALOG DEVICES', 'NICHIA', 'CISCO', 'Fujitsu', 'intel', 'TDK', 'panasonic', 'Samsung electro-mechanics', 'OSRAM', 'CREE', 'SEOUL']","['7704709276', '7710974353', '0274061460', '7725302820', '6367008340']"
1094,6167072878,"['Moreoboev', 'Grandeco', 'AC Rus', 'BN International', 'Sirpi']",['9701039690']
1095,7708290500,"['Master-Stroy', '\\u041c\\u0430\\u0441\\u0442\\u0435\\u0440']",['7708290500']
1096,9701038827,"['Siemens', '\\u041e\\u0410\\u041e SPIG', 'SPIG']",['7801407143']
1097,7733272907,"['Mega', 'МегаПоль', 'Google', 'Яндекс', 'Microsoft']","['7812014560', '7731156207', '7736207543']"
1098,5904039530,"['Yandex', 'Google']",[]
1099,2312225772,['Alsfort'],['2312225772']
1100,7816267019,"['Yandex', 'Google', 'Mail.ru']",[]
1101,5257109496,"['EEE - OJSC Gazprom', 'EO ESNAB']",[]
1102,6234122703,"['Terminal 197', 'mail.ru']",['6230123343']
1103,4218105785,"['Технология и инновации', '3Com Corporation', 'Microsoft', 'Intel', 'Siemens']",['7710974353']
1104,7703422626,"['RTVI', '\\u0414\\u0437\\u0435\\u043d.', '\\u041e\\u0434\\u043d\\u043e\\u043a\\u043b\\u0430\\u0441\\u0441\\u043d\\u0438\\u043a\\u0438', '\\u0422\\u0435\\u043b\\u0435\\u0433\\u0440\\u0430\\u043c', '\\u0412\\u043a\\u043e\\u043d\\u0442\\u0430\\u043a\\u0442\\u0435', '\\u042f\\u043d\\u0434\\u0435\\u043a\\u0441 \\u0414\\u0437\\u0435\\u043d']",['7702397960']
1105,5405046330,"['Rosneft', 'Gazprom', 'VPK', 'TNP', 'Yaya']","['7706107510', '7744001497', '5012039795', '2720057974', '4246005334']"
1106,2312198180,['VirKraft Engineering'],[]
1107,3509005014,"['METALLRRESURS', 'Gazprom', 'Rosatom', 'Phosagro']","['7744001497', '7706413348']"
1108,5528209867,"['Kotel', '\\u041e\\u043c\\u0441\\u043a\\u0430\\u044f', 'company\\_name']",['6154023009']
1109,7729784081,['HRS Hospitality & Retail Systems'],[]
1110,7731255166,"['PlastBrno', 'JACOB DELAFON', 'VITRA', 'riho', 'Aqwella', 'BEMETA']","['5077017221', '7743442749']"
1111,3453006630,"['Yandex', 'Google']",[]
1112,7704392910,"['Mosenergo', 'MOEK', 'TEC-5', 'TGK-1', 'TGK-2', 'Rosseti', 'IDGC Holding']","['7705035012', '7720518494', '7841312071', '7606053324', '4716016979']"
1113,3323009888,"['Lifeglass', 'DS NEXT', 'DS NEXT Light', 'DS Neutral', 'STIS']",['7720774346']
1114,1901040794,"['ZAO Technoimport', 'Evo Art', 'rusgidros', 'rusals', 'sueks', 'oeks', 'KHTI']","['9705185212', '5406583384', '1902014500', '3702250737', '7813280491', '1624005971']"
1115,5501088598,"['Volvo', 'Lintec', 'TopCon']",['5047105054']
1116,5048035160,"['Fonbet', '\\u0433\\u0430\\u0437', '\\u043d\\u044c\\u043a\\u043e\\u0444\\u0444', '\\u0438\\u0440', '\\u043e\\u0441\\u0442\\u0435\\u043b\\u0435\\u043a\\u043e\\u043c', 'LADA', '\\u043d\\u0434\\u0435\\u043a\\u0441 \\u041f\\u043b\\u044e\\u0441', '\\u0432\\u0432\\u0432', 'Haier']","['7703529560', '1834051678', '561411489014']"
1117,7709422559,['URAL'],['5911029807']
1118,6318146281,['Альфа'],['7728168971']
1119,268012497,['OPTIMED'],['0268012497']
1120,7715765410,"['AO', 'АО']","['7736035485', '7736035485']"
